hostname,record_type,resolved_ip,ttl_remaining_sec,authoritative_server
stream-ws-696.apexledger.example,A,10.10.149.243,86400,1.1.1.1
portal-web-565.apexledger.example,A,10.5.14.38,600,10.0.0.1
srv-node-952.apexledger.example,A,10.10.33.143,600,1.1.1.1
kafka-broker-520.apexledger.example,A,10.14.48.3,600,1.0.0.1
srv-db-947.apexledger.example,A,10.5.139.154,3600,1.1.1.1
auth-node-024.apexledger.example,A,10.3.226.181,3600,1.1.1.1
auth-node-679.apexledger.example,A,10.11.22.40,3600,1.0.0.1
api-gw-910.apexledger.example,A,10.14.54.60,7200,1.0.0.1
kafka-broker-863.apexledger.example,A,10.4.38.33,7200,1.0.0.1
auth-node-460.apexledger.example,A,10.7.205.167,600,1.1.1.1
billing-srv-904.apexledger.example,A,10.0.201.96,600,1.1.1.1
srv-node-985.apexledger.example,A,10.7.242.180,1800,1.1.1.1
metrics-agent-124.apexledger.example,A,10.11.92.107,600,10.0.0.1
stream-ws-141.apexledger.example,A,10.14.103.194,1800,1.0.0.1
srv-app-910.apexledger.example,A,10.9.129.223,86400,1.0.0.1
srv-db-472.apexledger.example,A,10.15.35.146,1800,10.0.0.1
worker-job-296.apexledger.example,A,10.8.215.248,86400,1.0.0.1
vault-sec-210.apexledger.example,A,10.14.212.101,300,10.0.0.1
kafka-broker-190.apexledger.example,A,10.5.152.79,1800,1.0.0.1
db-shard-956.apexledger.example,A,10.11.34.81,1800,1.1.1.1
worker-job-413.apexledger.example,A,10.7.174.64,7200,10.0.0.1
srv-db-643.apexledger.example,A,10.6.173.254,1800,1.0.0.1
db-shard-254.apexledger.example,A,10.11.200.86,3600,10.0.0.1
internal-svc-438.apexledger.example,A,10.8.169.12,600,10.0.0.1
auth-node-202.apexledger.example,A,10.12.220.12,7200,1.1.1.1
portal-web-674.apexledger.example,A,10.13.98.127,86400,1.0.0.1
srv-db-731.apexledger.example,A,10.10.185.187,600,1.0.0.1
db-shard-860.apexledger.example,A,10.10.83.164,86400,1.0.0.1
worker-job-442.apexledger.example,A,10.9.215.160,1800,1.0.0.1
metrics-agent-842.apexledger.example,A,10.2.95.154,86400,1.1.1.1
auth-node-746.apexledger.example,A,10.13.35.25,1800,10.0.0.1
cache-redis-774.apexledger.example,A,10.10.26.65,1800,1.0.0.1
srv-db-164.apexledger.example,A,10.13.62.76,1800,1.0.0.1
vault-sec-057.apexledger.example,A,10.2.114.214,3600,10.0.0.1
srv-db-700.apexledger.example,A,10.7.77.68,300,10.0.0.1
srv-node-440.apexledger.example,A,10.9.61.169,3600,1.1.1.1
billing-srv-255.apexledger.example,A,10.15.179.152,1800,1.0.0.1
internal-svc-878.apexledger.example,A,10.11.174.129,86400,1.0.0.1
service-320.apexledger.example,A,10.4.132.204,600,1.0.0.1
srv-app-369.apexledger.example,A,10.13.162.60,86400,10.0.0.1
srv-node-556.apexledger.example,A,10.13.3.205,86400,1.1.1.1
cache-redis-647.apexledger.example,A,10.0.156.15,7200,1.0.0.1
stream-ws-195.apexledger.example,A,10.1.102.134,3600,10.0.0.1
srv-app-652.apexledger.example,A,10.6.122.77,86400,10.0.0.1
srv-db-153.apexledger.example,A,10.7.14.94,300,1.1.1.1
db-shard-890.apexledger.example,A,10.4.48.36,86400,1.1.1.1
db-shard-902.apexledger.example,A,10.11.46.100,600,1.1.1.1
portal-web-364.apexledger.example,A,10.8.195.13,600,10.0.0.1
portal-web-037.apexledger.example,A,10.8.129.54,600,10.0.0.1
internal-svc-387.apexledger.example,A,10.13.158.249,3600,1.0.0.1
billing-srv-253.apexledger.example,A,10.4.73.108,600,10.0.0.1
worker-job-872.apexledger.example,A,10.14.253.180,86400,1.1.1.1
srv-app-913.apexledger.example,A,10.10.53.30,600,10.0.0.1
db-shard-532.apexledger.example,A,10.6.43.50,600,1.0.0.1
portal-web-619.apexledger.example,A,10.9.251.164,1800,1.1.1.1
service-947.apexledger.example,A,10.3.136.205,3600,1.1.1.1
kafka-broker-221.apexledger.example,A,10.7.173.76,1800,1.0.0.1
worker-job-811.apexledger.example,A,10.15.158.112,7200,1.0.0.1
worker-job-767.apexledger.example,A,10.9.133.64,1800,1.1.1.1
db-shard-808.apexledger.example,A,10.0.211.123,1800,1.1.1.1
portal-web-508.apexledger.example,A,10.8.206.168,3600,10.0.0.1
srv-db-212.apexledger.example,A,10.11.28.234,7200,10.0.0.1
vault-sec-814.apexledger.example,A,10.14.65.205,600,1.1.1.1
internal-svc-162.apexledger.example,A,10.8.132.52,600,1.0.0.1
cache-redis-414.apexledger.example,A,10.12.5.44,600,1.1.1.1
vault-sec-483.apexledger.example,A,10.2.52.223,3600,1.1.1.1
internal-svc-631.apexledger.example,A,10.11.213.81,1800,1.0.0.1
api-gw-894.apexledger.example,A,10.12.158.198,300,1.0.0.1
billing-srv-487.apexledger.example,A,10.9.170.185,1800,1.0.0.1
internal-svc-793.apexledger.example,A,10.5.101.142,1800,10.0.0.1
auth-node-862.apexledger.example,A,10.7.112.203,86400,10.0.0.1
service-572.apexledger.example,A,10.8.118.222,7200,1.1.1.1
metrics-agent-083.apexledger.example,A,10.11.89.87,86400,1.0.0.1
srv-db-379.apexledger.example,A,10.8.97.45,86400,10.0.0.1
portal-web-077.apexledger.example,A,10.9.133.202,1800,1.1.1.1
cache-redis-192.apexledger.example,A,10.13.120.150,7200,10.0.0.1
api-gw-261.apexledger.example,A,10.12.123.164,86400,1.1.1.1
srv-db-396.apexledger.example,A,10.6.154.55,600,1.1.1.1
vault-sec-255.apexledger.example,A,10.10.225.124,300,1.1.1.1
stream-ws-651.apexledger.example,A,10.11.93.27,7200,1.1.1.1
kafka-broker-568.apexledger.example,A,10.14.225.148,86400,10.0.0.1
cache-redis-759.apexledger.example,A,10.2.122.108,7200,10.0.0.1
worker-job-680.apexledger.example,A,10.10.61.27,300,1.0.0.1
service-651.apexledger.example,A,10.14.105.19,1800,1.0.0.1
kafka-broker-090.apexledger.example,A,10.1.112.17,300,1.0.0.1
stream-ws-816.apexledger.example,A,10.4.227.231,600,1.0.0.1
worker-job-255.apexledger.example,A,10.5.226.210,7200,1.0.0.1
stream-ws-011.apexledger.example,A,10.13.41.166,86400,10.0.0.1
api-gw-079.apexledger.example,A,10.11.162.142,1800,10.0.0.1
billing-srv-336.apexledger.example,A,10.15.104.162,3600,10.0.0.1
worker-job-632.apexledger.example,A,10.5.210.171,1800,10.0.0.1
kafka-broker-436.apexledger.example,A,10.9.60.170,86400,1.1.1.1
metrics-agent-724.apexledger.example,A,10.12.179.124,3600,10.0.0.1
portal-web-456.apexledger.example,A,10.12.124.46,300,1.1.1.1
stream-ws-336.apexledger.example,A,10.4.198.134,600,10.0.0.1
service-717.apexledger.example,A,10.4.75.68,7200,1.1.1.1
billing-srv-601.apexledger.example,A,10.2.88.191,600,1.1.1.1
srv-node-598.apexledger.example,A,10.12.54.178,600,1.0.0.1
srv-app-904.apexledger.example,A,10.10.230.70,300,1.0.0.1
worker-job-078.apexledger.example,A,10.9.107.75,3600,10.0.0.1
db-shard-175.apexledger.example,A,10.15.133.124,86400,1.1.1.1
api-gw-112.apexledger.example,A,10.10.143.60,300,1.0.0.1
portal-web-165.apexledger.example,A,10.9.27.9,86400,1.1.1.1
srv-node-459.apexledger.example,A,10.12.8.220,3600,1.1.1.1
auth-node-933.apexledger.example,A,10.8.238.2,3600,1.0.0.1
service-957.apexledger.example,A,10.15.220.171,300,1.1.1.1
portal-web-113.apexledger.example,A,10.7.234.94,300,1.1.1.1
internal-svc-745.apexledger.example,A,10.4.63.98,3600,10.0.0.1
kafka-broker-134.apexledger.example,A,10.15.130.140,1800,1.1.1.1
srv-db-388.apexledger.example,A,10.13.1.62,1800,1.0.0.1
auth-node-016.apexledger.example,A,10.15.74.242,86400,1.0.0.1
srv-node-657.apexledger.example,A,10.8.112.153,600,10.0.0.1
metrics-agent-224.apexledger.example,A,10.8.163.224,7200,1.0.0.1
internal-svc-916.apexledger.example,A,10.2.240.145,300,10.0.0.1
metrics-agent-461.apexledger.example,A,10.1.107.194,7200,1.0.0.1
worker-job-076.apexledger.example,A,10.8.247.6,600,1.0.0.1
auth-node-278.apexledger.example,A,10.7.243.126,3600,1.0.0.1
internal-svc-123.apexledger.example,A,10.10.178.47,300,1.0.0.1
worker-job-106.apexledger.example,A,10.4.171.142,300,1.0.0.1
srv-node-530.apexledger.example,A,10.9.31.79,600,1.0.0.1
metrics-agent-044.apexledger.example,A,10.10.133.144,86400,10.0.0.1
worker-job-202.apexledger.example,A,10.10.83.250,86400,10.0.0.1
srv-node-108.apexledger.example,A,10.2.98.29,7200,1.1.1.1
worker-job-705.apexledger.example,A,10.12.39.117,600,10.0.0.1
stream-ws-426.apexledger.example,A,10.15.185.251,300,1.0.0.1
internal-svc-024.apexledger.example,A,10.10.252.4,600,1.1.1.1
srv-db-985.apexledger.example,A,10.12.201.213,600,1.1.1.1
cache-redis-168.apexledger.example,A,10.15.126.92,1800,1.1.1.1
kafka-broker-358.apexledger.example,A,10.0.65.226,7200,1.1.1.1
srv-app-462.apexledger.example,A,10.13.60.152,1800,10.0.0.1
vault-sec-725.apexledger.example,A,10.13.171.5,3600,1.0.0.1
api-gw-271.apexledger.example,A,10.7.56.77,600,1.0.0.1
stream-ws-802.apexledger.example,A,10.4.29.105,86400,1.0.0.1
srv-app-996.apexledger.example,A,10.8.167.165,86400,1.0.0.1
db-shard-463.apexledger.example,A,10.9.48.31,300,10.0.0.1
srv-node-307.apexledger.example,A,10.11.4.206,7200,10.0.0.1
db-shard-353.apexledger.example,A,10.12.17.163,86400,10.0.0.1
cache-redis-162.apexledger.example,A,10.11.93.217,300,10.0.0.1
worker-job-152.apexledger.example,A,10.8.174.45,300,1.0.0.1
vault-sec-744.apexledger.example,A,10.7.3.189,3600,1.1.1.1
kafka-broker-965.apexledger.example,A,10.7.136.12,300,1.1.1.1
worker-job-234.apexledger.example,A,10.4.167.67,86400,1.1.1.1
api-gw-383.apexledger.example,A,10.9.9.223,600,10.0.0.1
vault-sec-677.apexledger.example,A,10.9.181.45,600,1.0.0.1
billing-srv-749.apexledger.example,A,10.0.210.163,3600,10.0.0.1
db-shard-723.apexledger.example,A,10.14.148.200,300,1.0.0.1
metrics-agent-266.apexledger.example,A,10.14.109.79,7200,10.0.0.1
stream-ws-177.apexledger.example,A,10.7.46.240,7200,10.0.0.1
srv-db-338.apexledger.example,A,10.0.119.252,3600,10.0.0.1
srv-node-157.apexledger.example,A,10.14.70.108,600,10.0.0.1
srv-db-791.apexledger.example,A,10.13.249.223,86400,1.1.1.1
metrics-agent-250.apexledger.example,A,10.2.147.110,300,10.0.0.1
srv-node-881.apexledger.example,A,10.5.39.76,600,1.0.0.1
srv-app-212.apexledger.example,A,10.6.252.149,7200,10.0.0.1
stream-ws-316.apexledger.example,A,10.9.226.242,1800,1.0.0.1
worker-job-876.apexledger.example,A,10.6.168.109,7200,10.0.0.1
worker-job-707.apexledger.example,A,10.11.160.251,86400,10.0.0.1
vault-sec-011.apexledger.example,A,10.4.255.86,7200,1.1.1.1
service-955.apexledger.example,A,10.15.79.112,600,10.0.0.1
db-shard-372.apexledger.example,A,10.13.19.151,3600,10.0.0.1
billing-srv-711.apexledger.example,A,10.0.168.242,86400,1.1.1.1
db-shard-130.apexledger.example,A,10.12.157.44,600,1.1.1.1
srv-app-440.apexledger.example,A,10.14.25.102,1800,10.0.0.1
db-shard-086.apexledger.example,A,10.14.182.108,600,10.0.0.1
srv-db-327.apexledger.example,A,10.3.34.139,300,1.0.0.1
api-gw-219.apexledger.example,A,10.1.198.131,7200,1.1.1.1
cache-redis-182.apexledger.example,A,10.7.233.126,300,1.0.0.1
db-shard-325.apexledger.example,A,10.1.34.90,7200,1.1.1.1
db-shard-249.apexledger.example,A,10.10.230.126,7200,1.0.0.1
portal-web-603.apexledger.example,A,10.3.176.105,1800,10.0.0.1
billing-srv-212.apexledger.example,A,10.11.80.253,7200,1.0.0.1
stream-ws-205.apexledger.example,A,10.2.216.210,3600,10.0.0.1
stream-ws-413.apexledger.example,A,10.3.250.53,7200,1.1.1.1
db-shard-600.apexledger.example,A,10.0.126.130,300,1.1.1.1
worker-job-204.apexledger.example,A,10.2.188.209,600,1.1.1.1
db-shard-258.apexledger.example,A,10.8.99.150,300,1.1.1.1
vault-sec-413.apexledger.example,A,10.12.102.60,3600,1.0.0.1
cache-redis-177.apexledger.example,A,10.7.232.119,3600,1.0.0.1
cache-redis-352.apexledger.example,A,10.6.17.236,600,1.1.1.1
worker-job-626.apexledger.example,A,10.1.48.99,300,1.0.0.1
auth-node-132.apexledger.example,A,10.11.18.134,7200,10.0.0.1
internal-svc-931.apexledger.example,A,10.14.83.119,7200,1.1.1.1
stream-ws-011.apexledger.example,A,10.0.219.69,1800,10.0.0.1
srv-app-829.apexledger.example,A,10.14.140.242,7200,1.0.0.1
api-gw-081.apexledger.example,A,10.15.110.150,7200,1.1.1.1
worker-job-553.apexledger.example,A,10.9.228.11,1800,1.1.1.1
vault-sec-757.apexledger.example,A,10.3.172.172,86400,1.0.0.1
portal-web-661.apexledger.example,A,10.2.226.123,3600,1.0.0.1
cache-redis-868.apexledger.example,A,10.4.71.46,3600,1.1.1.1
api-gw-620.apexledger.example,A,10.14.51.166,3600,1.0.0.1
kafka-broker-983.apexledger.example,A,10.6.143.214,86400,1.0.0.1
billing-srv-301.apexledger.example,A,10.5.101.52,3600,10.0.0.1
portal-web-744.apexledger.example,A,10.14.7.114,7200,1.0.0.1
metrics-agent-208.apexledger.example,A,10.15.67.152,7200,1.0.0.1
portal-web-865.apexledger.example,A,10.1.134.168,86400,1.0.0.1
stream-ws-952.apexledger.example,A,10.6.251.142,600,10.0.0.1
worker-job-467.apexledger.example,A,10.9.135.177,600,10.0.0.1
srv-db-935.apexledger.example,A,10.13.42.28,1800,1.0.0.1
srv-db-204.apexledger.example,A,10.8.166.90,300,10.0.0.1
vault-sec-520.apexledger.example,A,10.9.192.135,600,10.0.0.1
metrics-agent-714.apexledger.example,A,10.1.142.124,1800,1.0.0.1
auth-node-501.apexledger.example,A,10.1.79.16,600,1.1.1.1
vault-sec-507.apexledger.example,A,10.11.15.97,3600,1.1.1.1
db-shard-977.apexledger.example,A,10.13.92.195,600,1.1.1.1
auth-node-582.apexledger.example,A,10.6.162.186,86400,10.0.0.1
service-418.apexledger.example,A,10.0.223.76,600,10.0.0.1
worker-job-153.apexledger.example,A,10.11.72.208,7200,10.0.0.1
srv-app-713.apexledger.example,A,10.15.1.142,3600,1.1.1.1
portal-web-165.apexledger.example,A,10.8.61.112,300,10.0.0.1
worker-job-676.apexledger.example,A,10.3.81.214,3600,1.1.1.1
srv-node-555.apexledger.example,A,10.2.102.94,7200,1.1.1.1
kafka-broker-986.apexledger.example,A,10.15.119.5,1800,1.1.1.1
srv-db-817.apexledger.example,A,10.8.204.101,3600,1.1.1.1
portal-web-452.apexledger.example,A,10.13.215.20,600,10.0.0.1
db-shard-158.apexledger.example,A,10.13.49.26,7200,10.0.0.1
cache-redis-010.apexledger.example,A,10.5.219.101,3600,10.0.0.1
service-426.apexledger.example,A,10.0.2.14,86400,1.1.1.1
db-shard-343.apexledger.example,A,10.0.173.232,1800,1.0.0.1
srv-node-409.apexledger.example,A,10.11.213.81,1800,1.1.1.1
srv-app-325.apexledger.example,A,10.3.139.177,7200,1.1.1.1
auth-node-308.apexledger.example,A,10.15.104.209,3600,10.0.0.1
srv-node-831.apexledger.example,A,10.14.50.176,86400,10.0.0.1
srv-node-055.apexledger.example,A,10.10.126.151,1800,1.0.0.1
billing-srv-441.apexledger.example,A,10.7.86.171,3600,10.0.0.1
worker-job-081.apexledger.example,A,10.6.65.73,300,1.0.0.1
stream-ws-534.apexledger.example,A,10.15.23.182,86400,1.0.0.1
metrics-agent-124.apexledger.example,A,10.5.125.18,1800,10.0.0.1
metrics-agent-833.apexledger.example,A,10.4.255.181,3600,10.0.0.1
api-gw-324.apexledger.example,A,10.8.57.169,300,1.1.1.1
cache-redis-398.apexledger.example,A,10.8.60.125,86400,10.0.0.1
srv-db-445.apexledger.example,A,10.12.127.35,86400,1.1.1.1
cache-redis-656.apexledger.example,A,10.10.118.122,3600,1.1.1.1
service-541.apexledger.example,A,10.2.218.10,600,10.0.0.1
worker-job-642.apexledger.example,A,10.12.42.180,600,1.0.0.1
srv-node-223.apexledger.example,A,10.6.206.69,600,1.1.1.1
vault-sec-108.apexledger.example,A,10.2.59.224,3600,10.0.0.1
srv-db-829.apexledger.example,A,10.3.88.105,1800,1.1.1.1
worker-job-429.apexledger.example,A,10.15.187.39,7200,1.1.1.1
srv-db-556.apexledger.example,A,10.1.148.84,300,10.0.0.1
internal-svc-612.apexledger.example,A,10.14.210.65,300,1.0.0.1
kafka-broker-173.apexledger.example,A,10.10.17.234,3600,1.1.1.1
portal-web-252.apexledger.example,A,10.15.44.248,7200,10.0.0.1
portal-web-366.apexledger.example,A,10.11.93.94,7200,1.1.1.1
billing-srv-945.apexledger.example,A,10.13.16.30,300,10.0.0.1
service-956.apexledger.example,A,10.5.237.65,600,10.0.0.1
srv-node-738.apexledger.example,A,10.12.169.63,600,1.1.1.1
vault-sec-454.apexledger.example,A,10.6.139.37,300,1.1.1.1
internal-svc-069.apexledger.example,A,10.10.72.7,300,1.0.0.1
portal-web-313.apexledger.example,A,10.7.41.115,1800,1.0.0.1
db-shard-824.apexledger.example,A,10.7.253.145,86400,1.0.0.1
db-shard-621.apexledger.example,A,10.7.202.37,7200,1.0.0.1
internal-svc-400.apexledger.example,A,10.7.201.45,7200,10.0.0.1
auth-node-275.apexledger.example,A,10.4.45.176,3600,1.0.0.1
kafka-broker-018.apexledger.example,A,10.7.19.183,300,1.0.0.1
internal-svc-432.apexledger.example,A,10.4.51.31,1800,10.0.0.1
api-gw-871.apexledger.example,A,10.3.122.132,300,1.1.1.1
srv-node-052.apexledger.example,A,10.9.154.205,7200,10.0.0.1
cache-redis-578.apexledger.example,A,10.12.234.177,86400,1.1.1.1
db-shard-335.apexledger.example,A,10.13.132.119,86400,1.0.0.1
auth-node-191.apexledger.example,A,10.12.175.83,3600,10.0.0.1
srv-db-502.apexledger.example,A,10.13.67.109,3600,1.0.0.1
stream-ws-418.apexledger.example,A,10.9.192.166,600,1.0.0.1
srv-app-558.apexledger.example,A,10.15.12.245,1800,1.0.0.1
internal-svc-499.apexledger.example,A,10.6.41.184,1800,10.0.0.1
worker-job-424.apexledger.example,A,10.12.233.104,600,1.1.1.1
service-788.apexledger.example,A,10.10.251.143,86400,1.1.1.1
auth-node-465.apexledger.example,A,10.6.76.15,300,1.1.1.1
cache-redis-662.apexledger.example,A,10.8.222.246,3600,10.0.0.1
api-gw-276.apexledger.example,A,10.9.169.13,86400,1.1.1.1
internal-svc-805.apexledger.example,A,10.1.98.253,3600,1.1.1.1
cache-redis-793.apexledger.example,A,10.13.190.130,3600,1.0.0.1
stream-ws-564.apexledger.example,A,10.4.123.140,86400,1.0.0.1
worker-job-589.apexledger.example,A,10.3.186.78,1800,10.0.0.1
worker-job-536.apexledger.example,A,10.1.116.31,300,1.1.1.1
worker-job-976.apexledger.example,A,10.14.25.29,86400,1.1.1.1
db-shard-939.apexledger.example,A,10.4.122.21,1800,1.1.1.1
portal-web-318.apexledger.example,A,10.1.149.37,600,10.0.0.1
service-566.apexledger.example,A,10.6.119.254,3600,1.1.1.1
worker-job-201.apexledger.example,A,10.7.116.62,7200,10.0.0.1
portal-web-740.apexledger.example,A,10.2.135.128,3600,1.1.1.1
vault-sec-264.apexledger.example,A,10.9.41.202,86400,1.1.1.1
vault-sec-428.apexledger.example,A,10.12.9.151,300,1.0.0.1
api-gw-354.apexledger.example,A,10.2.174.23,7200,1.0.0.1
auth-node-780.apexledger.example,A,10.9.121.109,86400,1.1.1.1
auth-node-219.apexledger.example,A,10.4.148.6,600,1.0.0.1
internal-svc-500.apexledger.example,A,10.12.251.147,86400,1.0.0.1
worker-job-065.apexledger.example,A,10.1.168.59,300,1.1.1.1
billing-srv-056.apexledger.example,A,10.5.69.219,300,1.1.1.1
srv-db-662.apexledger.example,A,10.4.99.88,300,10.0.0.1
srv-app-498.apexledger.example,A,10.4.62.64,1800,10.0.0.1
srv-app-118.apexledger.example,A,10.7.47.101,600,1.0.0.1
portal-web-430.apexledger.example,A,10.5.1.49,7200,10.0.0.1
cache-redis-046.apexledger.example,A,10.14.109.160,1800,10.0.0.1
srv-db-290.apexledger.example,A,10.11.110.22,86400,10.0.0.1
stream-ws-598.apexledger.example,A,10.13.24.133,7200,1.1.1.1
metrics-agent-353.apexledger.example,A,10.5.93.207,600,10.0.0.1
kafka-broker-794.apexledger.example,A,10.13.45.27,300,10.0.0.1
stream-ws-722.apexledger.example,A,10.8.164.76,600,1.1.1.1
metrics-agent-003.apexledger.example,A,10.10.197.117,86400,1.0.0.1
vault-sec-993.apexledger.example,A,10.9.179.3,7200,1.0.0.1
auth-node-299.apexledger.example,A,10.14.35.3,300,1.1.1.1
portal-web-602.apexledger.example,A,10.7.119.150,300,10.0.0.1
stream-ws-698.apexledger.example,A,10.2.236.89,1800,1.0.0.1
billing-srv-704.apexledger.example,A,10.4.213.71,3600,1.1.1.1
portal-web-115.apexledger.example,A,10.5.118.209,86400,1.1.1.1
portal-web-618.apexledger.example,A,10.4.138.62,600,1.1.1.1
auth-node-324.apexledger.example,A,10.10.75.227,1800,1.1.1.1
service-896.apexledger.example,A,10.13.195.120,300,1.1.1.1
kafka-broker-292.apexledger.example,A,10.8.244.168,86400,1.0.0.1
srv-app-534.apexledger.example,A,10.8.242.188,600,1.1.1.1
cache-redis-298.apexledger.example,A,10.8.196.48,300,10.0.0.1
cache-redis-295.apexledger.example,A,10.1.247.113,86400,10.0.0.1
srv-node-673.apexledger.example,A,10.7.119.29,3600,1.1.1.1
srv-node-038.apexledger.example,A,10.3.91.26,300,1.1.1.1
billing-srv-993.apexledger.example,A,10.6.163.36,3600,10.0.0.1
kafka-broker-894.apexledger.example,A,10.0.228.171,86400,1.1.1.1
metrics-agent-947.apexledger.example,A,10.2.11.238,7200,10.0.0.1
srv-node-371.apexledger.example,A,10.5.38.189,1800,1.0.0.1
service-022.apexledger.example,A,10.7.232.105,7200,1.1.1.1
worker-job-446.apexledger.example,A,10.12.222.172,300,10.0.0.1
srv-app-310.apexledger.example,A,10.8.159.1,86400,1.1.1.1
api-gw-596.apexledger.example,A,10.15.133.182,7200,1.0.0.1
api-gw-170.apexledger.example,A,10.4.53.227,3600,1.0.0.1
metrics-agent-147.apexledger.example,A,10.15.16.254,600,1.1.1.1
internal-svc-327.apexledger.example,A,10.3.62.95,86400,1.1.1.1
srv-node-647.apexledger.example,A,10.1.42.71,1800,1.1.1.1
kafka-broker-565.apexledger.example,A,10.15.221.126,300,10.0.0.1
api-gw-334.apexledger.example,A,10.11.103.157,3600,10.0.0.1
service-991.apexledger.example,A,10.4.130.117,3600,10.0.0.1
worker-job-765.apexledger.example,A,10.5.79.159,300,10.0.0.1
billing-srv-843.apexledger.example,A,10.2.179.203,86400,1.1.1.1
srv-db-945.apexledger.example,A,10.5.10.228,1800,10.0.0.1
billing-srv-727.apexledger.example,A,10.8.18.16,600,10.0.0.1
srv-app-485.apexledger.example,A,10.13.247.184,7200,1.1.1.1
billing-srv-246.apexledger.example,A,10.2.7.21,7200,10.0.0.1
billing-srv-931.apexledger.example,A,10.1.212.251,300,1.1.1.1
billing-srv-772.apexledger.example,A,10.6.71.249,1800,1.0.0.1
api-gw-502.apexledger.example,A,10.2.98.98,300,1.0.0.1
metrics-agent-159.apexledger.example,A,10.5.99.79,3600,1.1.1.1
auth-node-705.apexledger.example,A,10.4.96.240,3600,1.1.1.1
auth-node-920.apexledger.example,A,10.0.150.37,7200,10.0.0.1
